Month,Daytype,Hour,Appliances,Cooking,Cooling,Electronics,ExteriorLighting,HeatCool,Heating,InteriorLighting,Miscellaneous,Panel,Refrigeration,Service,Total,Ventilation,WaterHeating
1.0,WEEKDAY,0.0,0.09972563784903636,0.002414965986394558,0.015646258503401348,0.1355222649457542,0.0008843537414965987,0.0,0.3016767513336739,0.04090518481292512,0.20497190986258507,0.13209183673469385,0.11942747115612243,2.0641712828741494,2.084511418928571,0.0,0.055181243928571426
1.0,WEEKDAY,1.0,0.08277676299596261,0.004611801242236024,0.013819875776397502,0.1229137919761949,0.0008074534161490683,0.0,0.3473021877821947,0.03228060705693569,0.18747010533105593,0.13678571428571423,0.11894897343271206,2.090563220931679,2.1126129103726727,0.0,0.06226641526397515
1.0,WEEKDAY,2.0,0.05376161820383033,0.003152173913043478,0.013229813664596262,0.11630243491506478,0.0008074534161490683,0.0,0.4691790893251553,0.022870110420807454,0.19028988224627325,0.14198757763975156,0.11698053547391302,2.142314773664593,2.165482475527947,0.0,0.034889086071428585
1.0,WEEKDAY,3.0,0.05248283274332265,0.002018633540372671,0.014192546583850925,0.11487298809591429,0.0008074534161490683,0.0,0.45114311798747425,0.019638584368426398,0.1647983066757764,0.13763975155279498,0.11353947394026925,2.127948979596274,2.1529800354968947,0.0,0.05314818100931677
1.0,WEEKDAY,4.0,0.08113482343193577,0.0020807453416149067,0.015403726708074522,0.11421015777738851,0.0008074534161490683,0.0,1.4426237104286745,0.024829756728571427,0.17587159937857139,0.14234447763975164,0.11420583107701857,3.210872664963667,3.2479844662059025,0.0,0.05127639751552793
1.0,WEEKDAY,5.0,0.07354238670087987,0.003105590062111801,0.015962732919254645,0.11615229060312877,0.0009183661145962733,0.0,2.1612341688107666,0.051471435474223615,0.21035140062018629,0.14013975155279507,0.11352218695807462,4.179244010559002,4.205175687577636,0.0,0.19772182785714293
1.0,WEEKDAY,6.0,0.1484798531746898,0.016397515527950306,0.019689440993788807,0.1271046761610377,0.0010093167701863354,0.0,1.7672126083692536,0.12345212091803974,0.22247559937763983,0.14402173913043478,0.11438184867484474,4.487048358307453,4.5141912154503085,0.0,0.444555900621118
1.0,WEEKDAY,7.0,0.2620130541958597,0.027142857142857142,0.022453416149068307,0.1570609517718623,0.0010093167701863354,0.0,1.4828518210878885,0.12698923094882672,0.20376826449161495,0.12540372670807454,0.12187364705186325,4.433227817236032,4.473383096739138,0.0,0.43386024844720505
1.0,WEEKDAY,8.0,0.2035344166429088,0.011413043478260871,0.018695652173913023,0.17980776960352507,0.0010093167701863354,0.0,1.380423775091926,0.1170976397511775,0.14892251138633547,0.11170807453416148,0.1207497000023811,3.974043478291921,4.007521739161486,0.0,0.31608385093167696
1.0,WEEKDAY,9.0,0.2964418876151136,0.023381987577639745,0.018416149068322958,0.18789164756430124,0.0010093167701863354,0.0,1.2194356411699794,0.10699510178602474,0.1411284060568323,0.1123451359627329,0.12388759716366439,3.84597107262423,3.8782070974689504,0.0,0.3111773291925464
1.0,WEEKDAY,10.0,0.3155041554616464,0.02198757763975155,0.020869565217391292,0.19222266115471776,0.0010093167701863354,0.0,1.4831342225461701,0.10619193979472032,0.18916300051801238,0.10554347826086959,0.12447228838385103,4.0561348883695665,4.093370913214287,0.0,0.2947129547360249
1.0,WEEKDAY,11.0,0.3308535397581265,0.030608917484472038,0.017391304347826073,0.19401528978016516,0.0010093167701863354,0.0,1.1911025304620084,0.10884031325852753,0.1693010486559006,0.104472049689441,0.12852154702639748,3.742766637158389,3.77276663715839,0.0,0.2606353149378882
1.0,WEEKDAY,12.0,0.36256144952582814,0.03588509316770186,0.0163975155279503,0.19621311649219575,0.0010093167701863354,0.0,1.058217649884472,0.1039051785406832,0.10872000646894406,0.10385093167701864,0.12869217829658383,3.5675771961024867,3.590962289270188,0.0,0.2614458739906832
1.0,WEEKDAY,13.0,0.23653172060709093,0.018658385093167702,0.017577639751552788,0.19968450513691627,0.0010093167701863354,0.0,1.0199271059788826,0.09789192294658386,0.13366793245248446,0.10923939125776398,0.12935618609720512,3.3548015030590057,3.3780002608229824,0.0,0.22363487130434795
1.0,WEEKDAY,14.0,0.21217711741863376,0.022627329192546584,0.017422360248447188,0.21310575013520383,0.0010093167701863354,0.0,0.8719239029019668,0.10073318678423042,0.1592615007754658,0.09858695652173909,0.13148920451107665,3.137910825201864,3.171264862468944,0.0,0.144760204083851
1.0,WEEKDAY,15.0,0.26474187974824054,0.046583850931677016,0.018276397515527936,0.22338932299700037,0.0010093167701863354,0.0,0.7831173495508281,0.11714938420062106,0.11622311102484474,0.09523291925465836,0.13208058826066257,3.125004436568321,3.158389529736023,0.0,0.1331450754192546
1.0,WEEKDAY,16.0,0.2594735029882509,0.048913043478260865,0.024886485328881977,0.23194989267930918,0.0010093167701863354,0.0,0.9493352677260876,0.15998150246629655,0.14987933359099376,0.10366459627329191,0.1326171745354037,3.5780527949378884,3.6267795030124224,0.0,0.2505647736645963
1.0,WEEKDAY,17.0,0.2610323301884055,0.147002883757764,0.02869565217391305,0.24862820741854347,0.0010093167701863354,0.0,0.8745326122602487,0.2011178069399933,0.20292570626335402,0.13472049689441,0.1371392635269153,3.9643291926086945,3.99973291931677,0.0,0.2673260869565217
1.0,WEEKDAY,18.0,0.31591398636847906,0.1420740904968944,0.0331055900621118,0.2653060303046633,0.0011449577295031058,0.0,0.8549037610613874,0.21292225391238834,0.23176117080838518,0.13512422360248444,0.14018863187173924,4.178385241004349,4.210993936656212,0.0,0.26418433895962745
1.0,WEEKDAY,19.0,0.2947642466435302,0.06315239574534165,0.03127329192546583,0.27739083297221584,0.0011257246375776398,0.0,0.9116636277551758,0.21844299255034538,0.2171185403736025,0.1410020703934783,0.14044980343043476,4.139937888136644,4.186055900559005,0.0,0.28620740905279496
1.0,WEEKDAY,20.0,0.3513452988848349,0.02349689440993789,0.025155279503105577,0.28641943173468154,0.0010093167701863354,0.0,0.8488071372465839,0.22199437502228817,0.1921166886636647,0.14805900621118015,0.13251108726821914,3.9951581633540374,4.061462511180125,0.0,0.20572315885093165
1.0,WEEKDAY,21.0,0.3107578544156313,0.0130555900621118,0.02388198757763974,0.271178937064553,0.0009434868875776396,0.0,0.9406413479114908,0.21034626677074322,0.18676470367546585,0.14444099378881986,0.1338891249375775,3.9293123336024873,3.9620141969565243,0.0,0.21384019520186345
1.0,WEEKDAY,22.0,0.30285151798861293,0.004704968944099379,0.016677018633540354,0.20689341252054955,0.0008074534161490683,0.0,0.6025030279701864,0.15478504152453543,0.19455442443043477,0.1370652173913043,0.1326838439383022,3.156691267531058,3.185138472500003,0.0,0.2151202307142856
1.0,WEEKDAY,23.0,0.19416936592500014,0.0026708074534161495,0.01704968944099377,0.16178340339487698,0.0008074534161490683,0.0,0.245410510786646,0.07948080595369213,0.18203670445155273,0.1375310559006211,0.12884748766086956,2.2312404613975136,2.2530106477329177,0.0,0.09959250222049688
1.0,SATURDAY,0.0,0.1554401134583331,0.0,0.01428571428571429,0.1547209695395832,0.0011607142857142858,0.0,0.016924077707142857,0.05368817559464286,0.26867815625178565,0.16928571428571423,0.1253800553892857,2.0919693879464285,2.115362245089286,0.0,0.147125
1.0,SATURDAY,1.0,0.08612514628273804,0.0,0.01589285714285715,0.13845869952946302,0.0011607142857142858,0.0,0.12768104621071427,0.026469737101785712,0.20906951042142857,0.1700892857142857,0.11804167943035708,1.88903443875,1.9124272958928568,0.0,0.03410714285714286
