siteid,time,InteriorLighting,Ventilation,Heating,Cooking,Electronics,HeatCool,Refrigeration,Service,Total,Panel,WaterHeating,Appliances,ExteriorLighting,Miscellaneous,Cooling
14577,2012-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0100231666,0.0,0.0,0.4000000000000001,0.4,0.0,0.02,0.0,0.0,0.0,0.0
14577,2012-04-01 01:00:00,0.0,0.0,0.0,0.0,0.010025,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 02:00:00,0.0,0.0,0.0,0.0,0.010021667000000001,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 03:00:00,0.0,0.0,0.0,0.0,0.0100115,0.0,0.0,0.38,0.38,0.0,0.02,0.0,0.0,0.0,0.0
14577,2012-04-01 04:00:00,0.0,0.0,0.0,0.0,0.010027666599999999,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 05:00:00,0.0054,0.0,0.0,0.0,0.0100566666,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 06:00:00,0.023602222,0.0,0.0,0.0,0.0100666666,0.0,0.0,4.3999999999999995,4.4,0.0,3.04,0.0,0.0,0.0,0.0
14577,2012-04-01 07:00:00,0.0198,0.0,0.0,0.0,0.0100349998,0.0,0.0,1.9400000000000002,1.94,0.0,0.6,0.0,0.0,0.0,0.0
14577,2012-04-01 08:00:00,0.0,0.0,0.0,0.0,0.0100408332,0.0,0.0,1.1400000000000001,1.1400000000000001,0.0,0.02,0.0,0.0,0.0,0.0
14577,2012-04-01 09:00:00,0.0,0.0,0.0,0.0,0.0099783336,0.0,0.0,0.8000000000000002,0.8,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 10:00:00,0.0,0.0,0.0,0.0,0.0100366668,0.0,0.0,0.8400000000000001,0.84,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 11:00:00,0.0,0.0,0.0,0.0,0.010020833400000002,0.0,0.0,0.8600000000000001,0.8599999999999999,0.0,0.02,0.0,0.0,0.0,0.0
14577,2012-04-01 12:00:00,0.0,0.0,0.0,0.0,0.0099933332,0.0,0.0,2.12,2.12,0.0,1.04,0.0,0.0,0.0,0.0
14577,2012-04-01 13:00:00,0.0,0.0,0.0,0.0,0.0099908334,0.0,0.0,0.8800000000000001,0.88,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 14:00:00,0.0,0.0,0.0,0.0,0.0100049998,0.0,0.0,0.76,0.76,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 15:00:00,0.0,0.0,0.0,0.0,0.0100111666,0.0,0.0,0.26,0.26,0.0,0.02,0.0,0.0,0.0,0.0
14577,2012-04-01 16:00:00,0.0106666666,0.0,0.0,0.0,0.0099871666,0.0,0.0,2.1,2.1,0.0,1.18,0.0,0.0,0.0,0.0
14577,2012-04-01 17:00:00,0.0,0.0,0.0,0.0,0.08877699979999999,0.0,0.0,0.42000000000000004,0.42000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 18:00:00,0.0,0.0,0.0,0.0,0.10838700000000001,0.0,0.0,0.8600000000000001,0.86,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 19:00:00,0.0,0.0,0.0,0.0,0.0243118332,0.0,0.0,0.8,0.8,0.0,0.02,0.0,0.0,0.0,0.0
14577,2012-04-01 20:00:00,0.0328416666,0.0,0.0,0.0,0.0659829998,0.0,0.0,0.48000000000000004,0.48000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 21:00:00,0.042,0.0,0.0,0.0,0.0864863332,0.0,0.0,1.94,1.94,0.0,0.96,0.0,0.0,0.0,0.0
14577,2012-04-01 22:00:00,0.026215000000000002,0.0,0.0,0.0,0.0098593334,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-01 23:00:00,0.0,0.0,0.0,0.0,0.009940166600000001,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-02 00:00:00,0.0,0.0,0.0,0.0,0.010022666400000001,0.0,0.0,0.36,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-02 01:00:00,0.0,0.0,0.0,0.0,0.009990666600000002,0.0,0.0,0.26,0.26,0.0,0.02,0.0,0.0,0.0,0.0
14577,2012-04-02 02:00:00,0.0,0.0,0.0,0.0,0.0100373334,0.0,0.0,0.34,0.33999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-02 03:00:00,0.0,0.0,0.0,0.0,0.010013333400000001,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0
14577,2012-04-02 04:00:00,0.0,0.0,0.0,0.0,0.0100316668,0.0,0.0,1.4,1.4,0.0,1.1400000000000001,0.0,0.0,0.0,0.0
