siteid,time,InteriorLighting,Ventilation,Heating,Cooking,Electronics,HeatCool,Refrigeration,Service,Total,Panel,WaterHeating,Appliances,ExteriorLighting,Miscellaneous,Cooling
20702,2012-04-01 00:00:00,0.0,0.0,0.0,0.0,0.08872332860000001,0.0,0.1865616666,0.78,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 01:00:00,0.0,0.0,0.0,0.0,0.0901901536,0.0,0.17429166680000002,1.12,1.12,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 02:00:00,0.0,0.0,0.0,0.0,0.0888738976,0.0,0.1398925002,0.9800000000000001,0.98,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 03:00:00,0.0,0.0,0.0,0.0,0.0840449364,0.0,0.1475966668,0.76,0.7600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 04:00:00,0.0,0.0,0.0,0.0,0.08400280759999999,0.0,0.1446983332,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 05:00:00,0.0,0.0,0.0,0.0,0.08440016600000001,0.0,0.132988,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 06:00:00,0.0,0.0,0.0,0.0,0.0878053582,0.0,0.1258531668,0.96,0.96,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 07:00:00,0.0,0.0,0.0,0.0,0.08776989639999999,0.0,0.1300820002,0.76,0.76,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 08:00:00,0.0,0.0,0.0,0.0,0.08420974780000001,0.0,0.13909899999999997,0.9,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 09:00:00,0.0,0.0,0.0,0.0,0.1763642108,0.0,0.1344216668,1.06,1.06,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 10:00:00,0.0,0.0,0.0,0.0,0.3400369862,0.0,0.1361576666,1.5000000000000002,1.5,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 11:00:00,0.1535138888,0.0,0.0,1.06,0.4193065132,0.0,0.18363716680000003,3.1,3.1,0.0,0.0,0.52,0.0,0.0,0.0
20702,2012-04-01 12:00:00,0.1000416666,0.0,0.0,0.0,0.2176289912,0.0,0.13893866659999998,1.5999999999999999,1.6,0.02,0.0,0.3,0.0,0.0,0.0
20702,2012-04-01 13:00:00,0.064325,0.0,0.0,0.0,0.1077425032,0.0,0.1442281668,1.6600000000000001,1.6600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 14:00:00,0.0716977776,0.0,0.0,0.0,0.2879884054,0.0,0.1243231666,2.5999999999999996,2.5999999999999996,0.0,0.0,0.8,0.0,0.0,0.0
20702,2012-04-01 15:00:00,0.011083333400000001,0.0,0.0,0.0,0.1486550092,0.0,0.1712178334,5.24,5.24,0.0,0.0,4.18,0.0,0.0,0.0
20702,2012-04-01 16:00:00,0.0,0.0,0.0,0.0,0.090399166,0.0,0.14205600000000002,0.9,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 17:00:00,0.0,0.0,0.0,0.0,0.0878595398,0.0,0.13332116659999999,0.9,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 18:00:00,0.0,0.0,0.0,0.0,0.1251470102,0.0,0.1495111666,0.96,0.96,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 19:00:00,0.0,0.0,0.0,0.0,0.3429526432,0.0,0.2586766666,1.44,1.44,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 20:00:00,0.0,0.0,0.0,0.0,0.3264792234000001,0.0,0.2284975,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 21:00:00,0.0,0.0,0.0,0.0,0.3365231276,0.0,0.16966299999999998,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0
20702,2012-04-01 22:00:00,0.00308,0.0,0.0,0.0,0.12096010500000001,0.0,0.122522,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
