siteid,time,InteriorLighting,Ventilation,Heating,Cooking,Electronics,HeatCool,Refrigeration,Service,Total,Panel,WaterHeating,Appliances,ExteriorLighting,Miscellaneous,Cooling
14331,2012-04-01 00:00:00,0.0,0.0,0.8600000000000001,0.0,0.088772601,0.16,0.0872956664,1.58,1.58,0.0,0.0,0.0012091668,0.0,0.0,0.0
14331,2012-04-01 01:00:00,0.0,0.0,0.86,0.0,0.08959583380000001,0.16,0.17389083319999998,2.3800000000000003,2.3800000000000003,0.0,0.74,0.0012333334,0.0,0.0,0.0
14331,2012-04-01 02:00:00,0.0,0.0,0.86,0.0,0.0900600212,0.16,0.09066166660000001,1.58,1.5799999999999998,0.0,0.0,0.0012558333999999997,0.0,0.0,0.0
14331,2012-04-01 03:00:00,0.0,0.0,0.9,0.0,0.0893936534,0.16,0.151594167,1.6400000000000001,1.64,0.0,0.0,0.0012323332,0.0,0.0,0.0
14331,2012-04-01 04:00:00,0.0,0.0,0.8200000000000001,0.0,0.08919284420000001,0.18000000000000002,0.1496383334,2.3200000000000003,2.3200000000000003,0.0,0.74,0.0012641666,0.0,0.0,0.0
14331,2012-04-01 05:00:00,0.0,0.0,7.919999999999999,0.02,0.08890284740000001,2.98,0.1221111668,11.54,11.54,0.0,0.0,0.0012843334,0.0,0.0,0.0
14331,2012-04-01 06:00:00,0.7303844514,0.0,1.4,0.0,0.0887947968,2.68,0.19902999999999998,6.16,6.16,0.0,0.0,0.0012638336,0.0,0.0,0.0
14331,2012-04-01 07:00:00,0.7062627724,0.0,1.5,0.16,0.0888980168,2.4000000000000004,0.126165,5.58,5.58,0.0,0.0,0.0012616666,0.0,0.0,0.0
14331,2012-04-01 08:00:00,0.6896796655999999,0.0,1.2000000000000002,0.06,0.0905318696,1.76,0.1754566666,5.38,5.38,0.0,0.8,0.001249,0.0,0.0,0.0
14331,2012-04-01 09:00:00,1.0699264438,0.0,0.72,0.0,0.1592245766,1.92,0.48259083319999996,7.9399999999999995,7.94,0.0,3.4000000000000004,0.0012673332,0.0,0.16,0.0
14331,2012-04-01 10:00:00,0.08178611179999999,0.0,1.5,0.0,0.15699068439999997,2.04,0.0869566666,5.4,5.4,0.0,0.94,0.0012508334,0.0,0.06,0.0
14331,2012-04-01 11:00:00,0.0,0.0,1.2200000000000002,0.22,0.1570379276,1.8599999999999999,0.1926683334,5.2,5.2,0.0,1.02,0.0012516666,0.0,0.0,0.0
14331,2012-04-01 12:00:00,0.0,0.0,1.24,0.0,0.1674141,1.8599999999999999,0.513715,5.8999999999999995,5.9,0.0,0.94,0.8812425,0.0,0.0,0.0
14331,2012-04-01 13:00:00,0.049256667399999995,0.0,1.28,0.0,0.2518007946,1.88,0.1675191668,5.4,5.4,0.0,0.86,0.0012341668,0.0,0.06,0.0
14331,2012-04-01 14:00:00,0.0,0.0,1.26,0.0,0.38200460340000003,1.34,0.1801316666,4.56,4.56,0.0,0.82,0.0012251666,0.0,0.0,0.0
14331,2012-04-01 15:00:00,0.0997711112,0.0,0.7000000000000001,0.0,0.2492191386,1.48,0.0864316666,3.42,3.42,0.0,0.36,0.0012391665999999999,0.0,0.06,0.0
