siteid,time,InteriorLighting,Ventilation,Heating,Cooking,Electronics,HeatCool,Refrigeration,Service,Total,Panel,WaterHeating,Appliances,ExteriorLighting,Miscellaneous,Cooling
20230,2012-04-01 00:00:00,0.0,0.0,4.28,0.0,0.0,0.0,0.0794866666,5.4,5.4,0.0,0.0,0.2237983334,0.0,0.0,0.0
20230,2012-04-01 01:00:00,0.0002811112,0.0,4.36,0.0,0.0,0.0,0.07243083319999999,5.44,5.4399999999999995,0.0,0.0,0.22109,0.0,0.0,0.0
20230,2012-04-01 02:00:00,0.0085127778,0.0,4.28,0.0,0.0,0.0,0.0714099998,5.68,5.680000000000001,0.0,0.26,0.21305,0.0,0.0,0.0
20230,2012-04-01 03:00:00,0.0,0.0,4.32,0.0,8.3333334e-07,0.0,0.07830000000000001,6.14,6.140000000000001,0.0,0.8,0.210185,0.0,0.0,0.0
20230,2012-04-01 04:00:00,0.0,0.0,4.32,0.0,8.3333334e-07,0.0,0.1186341668,5.4,5.4,0.0,0.0,0.21897166659999998,0.0,0.0,0.0
20230,2012-04-01 05:00:00,0.0,0.0,4.28,0.0,8.3333334e-07,0.0,0.137675,5.42,5.42,0.0,0.0,0.2056215002,0.0,0.0,0.0
20230,2012-04-01 06:00:00,0.0,0.0,4.48,0.0,0.0,0.0,0.082631,6.4,6.4,0.0,0.84,0.20416416659999997,0.0,0.0,0.0
20230,2012-04-01 07:00:00,0.0,0.0,4.44,0.62,8.3333334e-07,0.0,0.07938066660000001,6.28,6.279999999999999,0.0,0.0,0.21323833339999998,0.0,0.0,0.0
20230,2012-04-01 08:00:00,0.0,0.0,4.44,0.0,8.3333334e-07,0.0,0.08153083339999999,5.9,5.8999999999999995,0.0,0.0,0.2088275,0.0,0.0,0.0
20230,2012-04-01 09:00:00,0.0,0.0,4.36,0.0,0.052050833199999993,0.0,0.07839083320000001,5.26,5.260000000000001,0.0,0.0,0.2072875,0.0,0.0,0.0
20230,2012-04-01 10:00:00,0.0086411112,0.0,4.4,0.0,0.10040749973334001,0.0,0.07410083340000001,10.96,10.959999999999999,0.0,5.380000000000001,0.5268474998,0.0,0.0,0.0
20230,2012-04-01 11:00:00,0.0,0.0,4.32,0.0,0.2625428334,0.0,0.10942333339999999,11.24,11.24,0.0,4.92,1.4040358332,0.0,0.0,0.0
20230,2012-04-01 12:00:00,0.0053466666,0.0,4.44,0.0,0.23196333340000003,0.0,0.0864391668,5.58,5.58,0.0,0.06,0.2171825,0.0,0.0,0.0
20230,2012-04-01 13:00:00,0.0023955556,0.0,4.4,0.0,0.23037,0.0,0.1223766666,7.28,7.28,0.0,1.68,0.2248291666,0.0,0.0,0.0
20230,2012-04-01 14:00:00,0.005261666600000001,0.0,4.4,0.56,0.2493958332,0.0,0.09662000000000001,6.84,6.84,0.0,0.82,0.21318666679999998,0.0,0.0,0.0
20230,2012-04-01 15:00:00,0.0052616666,0.0,4.48,0.02,0.226115,0.0,0.1024391666,5.58,5.58,0.0,0.0,0.2173966666,0.0,0.0,0.0
