siteid,time,InteriorLighting,Ventilation,Heating,Cooking,Electronics,HeatCool,Refrigeration,Service,Total,Panel,WaterHeating,Appliances,ExteriorLighting,Miscellaneous,Cooling
22177,2012-04-01 00:00:00,0.0,0.0,0.0,0.0,0.005418166800000001,0.04,0.0061423332,1.3399999999999999,1.34,0.0,0.16,0.0,0.0,0.0,0.0
22177,2012-04-01 01:00:00,0.0,0.0,0.0,0.0,0.0054328334,0.04,0.0059830002,1.1600000000000001,1.1600000000000001,0.0,0.16,0.0,0.0,0.0,0.0
22177,2012-04-01 02:00:00,0.0,0.0,0.0,0.0,0.0054358334,0.04,0.1204911666,1.28,1.28,0.0,0.16,0.0,0.0,0.0,0.0
22177,2012-04-01 03:00:00,0.0,0.0,0.0,0.0,0.005436499799999999,0.08,0.053645833399999995,1.24,1.24,0.0,0.02,0.0,0.0,0.0,0.0
22177,2012-04-01 04:00:00,0.0,0.0,0.0,0.0,0.0054331668,0.04,0.0060576666,1.32,1.32,0.0,0.02,0.0,0.0,0.0,0.0
22177,2012-04-01 05:00:00,0.0,0.0,0.0,0.0,0.0054244668,0.04,0.005920833399999999,1.7400000000000002,1.74,0.0,0.0,0.0,0.0,0.0,0.0
22177,2012-04-01 06:00:00,0.0,0.0,0.0,0.0,0.0054093334,1.08,0.1595433334,2.4000000000000004,2.4,0.0,0.02,0.0,0.0,0.0,0.0
22177,2012-04-01 07:00:00,0.0,0.0,0.0,0.0,0.0054053332,1.12,0.0061935,2.46,2.46,0.0,0.0,0.0,0.0,0.0,0.0
22177,2012-04-01 08:00:00,0.0,0.0,0.0,0.0,0.0053953334000000006,1.04,0.0060725,2.1799999999999997,2.18,0.0,0.02,0.0,0.0,0.0,0.0
22177,2012-04-01 09:00:00,0.0,0.0,0.0,0.0,0.0054448334,0.9600000000000001,0.1091516666,2.42,2.42,0.0,0.0,0.0,0.0,0.0,0.0
22177,2012-04-01 10:00:00,0.0,0.0,0.0,0.0,0.0054585,1.08,0.056710000200000006,2.58,2.58,0.0,0.02,0.0,0.0,0.0,0.0
22177,2012-04-01 11:00:00,0.0,0.0,0.0,0.0,0.0054730002,0.04,0.0061121668,1.1,1.1,0.0,0.14,0.0,0.0,0.0,0.0
22177,2012-04-01 12:00:00,0.0,0.0,0.0,0.0,0.0054731666,0.08,0.0059791665999999995,1.4600000000000002,1.46,0.0,0.16,0.0,0.0,0.0,0.0
22177,2012-04-01 13:00:00,0.0,0.0,0.0,0.0,0.00548,0.04,0.1636666668,1.26,1.26,0.0,0.16,0.0,0.0,0.0,0.0
22177,2012-04-01 14:00:00,0.0,0.0,0.0,0.0,0.005506500199999999,0.04,0.0061658334,1.5,1.5,0.0,0.16,0.0,0.0,0.0,0.0
22177,2012-04-01 15:00:00,0.0,0.0,0.0,0.0,0.0054606668,0.04,0.006084000000000001,1.1600000000000001,1.16,0.0,0.04,0.0,0.0,0.0,0.0
