siteid,time,InteriorLighting,Ventilation,Heating,Cooking,Electronics,HeatCool,Refrigeration,Service,Total,Panel,WaterHeating,Appliances,ExteriorLighting,Miscellaneous,Cooling
13445,2012-04-01 00:00:00,0.7550444446,0.0,0.0,0.0,0.541912513,0.0,0.1,2.8,2.8,0.0,0.0,0.0,0.0,0.0119348332,0.0
13445,2012-04-01 01:00:00,1.0466,0.0,0.0,0.0,0.2982286,0.0,0.12,2.22,2.2199999999999998,0.0,0.0,0.0,0.0,0.011968333199999999,0.0
13445,2012-04-01 02:00:00,0.1694,0.0,0.0,0.0,0.09960813000000002,0.0,0.06,0.6799999999999999,0.68,0.0,0.0,0.0,0.0,0.0120166666,0.0
13445,2012-04-01 03:00:00,0.0,0.0,1.9,0.0,0.10003448899999999,0.0,0.12,3.52,3.5199999999999996,0.0,1.02,0.0,0.0,0.0920082016,0.0
13445,2012-04-01 04:00:00,0.0,0.0,7.24,0.0,0.10018571520000001,0.0,0.06,7.6,7.6,0.0,0.0,0.0,0.0,0.0120093334,0.0
13445,2012-04-01 05:00:00,0.0,0.0,12.9,0.0,0.10012676200000001,0.0,0.12,13.26,13.26,0.0,0.0,0.0,0.0,0.012088333199999999,0.0
13445,2012-04-01 06:00:00,0.0,0.0,13.739999999999998,0.0,0.10044668240000001,0.0,0.06,14.02,14.02,0.0,0.0,0.0,0.0,0.0120534998,0.0
13445,2012-04-01 07:00:00,0.0,0.0,14.0,0.0,0.100327999666666,0.0,0.14,14.340000000000002,14.34,0.0,0.0,0.0,0.0,0.012048333199999999,0.0
13445,2012-04-01 08:00:00,0.0013777778,0.0,30.380000000000003,0.0,0.100290345,0.0,0.04,33.56,33.56,0.0,2.92,0.0,0.0,0.0119733332,0.0
13445,2012-04-01 09:00:00,0.016,0.0,31.82,0.0,0.1001522812,0.0,0.14,38.64,38.64,0.0,5.940000000000001,0.0,0.0,0.0119341666,0.0
13445,2012-04-01 10:00:00,0.0,0.0,8.02,0.0,0.09975159019999999,0.0,0.06,9.84,9.84,0.0,1.28,0.0,0.0,0.0119536668,0.0
13445,2012-04-01 11:00:00,0.0,0.0,0.0,0.0,0.34634963099999994,0.0,0.13999999999999999,2.0,2.0,0.0,1.1,0.1262108334,0.0,0.0119731666,0.0
13445,2012-04-01 12:00:00,0.0,0.0,0.0,0.0,0.46076977539999997,0.0,0.08,3.1,3.1,0.0,0.0,2.24,0.0,0.0118883334,0.0
13445,2012-04-01 13:00:00,0.0,0.0,0.0,0.0,0.8400747972,0.0,0.12000000000000001,11.7,11.700000000000001,0.0,4.26,5.86,0.0,0.011761833400000001,0.0
13445,2012-04-01 14:00:00,0.0,0.0,0.0,0.0,0.8161982124,0.0,0.12,2.8400000000000003,2.84,0.0,0.86,0.06,0.0,0.0117653334,0.0
