siteid,time,InteriorLighting,Ventilation,Heating,Cooking,Electronics,HeatCool,Refrigeration,Service,Total,Panel,WaterHeating,Appliances,ExteriorLighting,Miscellaneous,Cooling
14277,2012-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0986902598002,0.0,0.160205,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 01:00:00,0.0,0.0,0.0,0.0,0.0987803907334,0.0,0.1867115002,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 02:00:00,0.0,0.0,0.0,0.0,0.0988657617334,0.0,0.18983499999999998,0.8600000000000001,0.86,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 03:00:00,0.0,0.0,0.0,0.0,0.0990648552666,0.0,0.1372021666,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 04:00:00,0.0,0.0,0.0,0.0,0.099016727,0.0,0.215241,0.8800000000000001,0.88,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 05:00:00,0.0,0.0,0.0,0.0,0.09913978200000001,0.0,0.11549549999999999,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 06:00:00,0.0,0.0,0.0,0.0,0.0989817258666,0.0,0.2004153334,0.92,0.9199999999999999,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 07:00:00,0.4033222222,0.0,0.0,0.0,0.0989075022,0.0,0.1360191668,1.5399999999999998,1.54,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 08:00:00,0.5120638888,0.0,0.0,0.0,0.1639918526,0.0,0.2220218332,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 09:00:00,0.8225500002,0.0,0.0,0.0,0.1690932034,0.0,0.3430316666,2.34,2.34,0.0,0.0,0.08,0.0,0.0,0.0
14277,2012-04-01 10:00:00,0.0938222222,0.0,0.0,0.0,0.10894062913319999,0.0,0.23759999980000002,1.18,1.18,0.0,0.0,0.2,0.0,0.0,0.0
14277,2012-04-01 11:00:00,0.0,0.0,0.0,0.0,0.0986563686666,0.0,0.1555986668,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 12:00:00,0.0,0.0,0.0,0.0,0.0986377937998,0.0,0.20804016679999998,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0
14277,2012-04-01 13:00:00,0.0251861112,0.0,0.0,0.32,0.0986536079334,0.0,0.20187366660000003,1.68,1.6800000000000002,0.0,0.0,0.52,0.0,0.0,0.0
14277,2012-04-01 14:00:00,0.0154666668,0.0,0.0,0.18,0.0998209036666,0.0,0.181842,4.800000000000001,4.800000000000001,0.0,0.0,3.74,0.0,0.0,0.0
14277,2012-04-01 15:00:00,0.1690333334,0.0,0.0,0.0,0.09864311286659999,0.0,0.23976566659999998,4.199999999999999,4.2,0.0,0.0,3.3200000000000003,0.0,0.0,0.0
14277,2012-04-01 16:00:00,0.0,0.0,0.0,0.0,0.0991193481334,0.0,0.1650641666,0.76,0.7600000000000001,0.0,0.0,0.04,0.0,0.0,0.0
